iter	Passed	Remaining
819	3441	755
820	3446	751
821	3450	747
822	3454	742
823	3458	738
824	3462	734
825	3466	730
826	3470	725
827	3474	721
828	3478	717
829	3482	713
830	3486	709
831	3490	704
832	3495	700
833	3499	696
834	3503	692
835	3507	687
836	3511	683
837	3515	679
838	3519	675
839	3523	671
840	3528	667
841	3532	662
842	3537	658
843	3541	654
844	3545	650
845	3549	646
846	3554	642
847	3558	637
848	3562	633
849	3566	629
850	3570	625
851	3574	620
852	3578	616
853	3583	612
854	3587	608
855	3591	604
856	3596	600
857	3600	595
858	3604	591
859	3609	587
860	3613	583
861	3617	579
862	3621	574
863	3625	570
864	3629	566
865	3633	562
866	3637	558
867	3641	553
868	3645	549
869	3649	545
870	3653	541
871	3657	536
872	3661	532
873	3665	528
874	3669	524
875	3673	519
876	3677	515
877	3681	511
878	3685	507
879	3689	503
880	3693	498
881	3697	494
882	3701	490
883	3705	486
884	3710	482
885	3714	477
886	3718	473
887	3723	469
888	3726	465
889	3730	461
890	3734	456
891	3738	452
892	3743	448
893	3748	444
894	3753	440
895	3757	436
896	3762	431
897	3766	427
898	3770	423
899	3774	419
900	3778	415
901	3782	410
902	3787	406
903	3791	402
904	3794	398
905	3799	394
906	3803	389
907	3807	385
908	3811	381
909	3815	377
910	3819	373
911	3824	369
912	3828	364
913	3833	360
914	3837	356
915	3841	352
916	3845	348
917	3849	343
918	3853	339
919	3857	335
920	3861	331
921	3865	327
922	3870	322
923	3873	318
924	3877	314
925	3882	310
926	3886	306
927	3890	301
928	3894	297
929	3899	293
930	3902	289
931	3906	285
932	3910	280
933	3914	276
934	3918	272
935	3922	268
936	3926	264
937	3930	259
938	3934	255
939	3938	251
940	3943	247
941	3946	243
942	3951	238
943	3955	234
944	3959	230
945	3963	226
946	3966	222
947	3970	217
948	3974	213
949	3978	209
950	3983	205
951	3986	201
952	3990	196
953	3995	192
954	3999	188
955	4003	184
956	4007	180
957	4011	175
958	4014	171
959	4019	167
960	4022	163
961	4026	159
962	4031	154
963	4035	150
964	4039	146
965	4043	142
966	4047	138
967	4052	133
968	4056	129
969	4060	125
970	4064	121
971	4068	117
972	4073	113
973	4077	108
974	4081	104
975	4086	100
976	4091	96
977	4096	92
978	4100	87
979	4103	83
980	4107	79
981	4111	75
982	4115	71
983	4119	66
984	4123	62
985	4127	58
986	4131	54
987	4135	50
988	4138	46
989	4143	41
990	4147	37
991	4151	33
992	4156	29
993	4159	25
994	4163	20
995	4167	16
996	4171	12
997	4175	8
998	4179	4
999	4183	0
